X,AUC,N,P,p.adj,PermPval,Carnivora,Cetacean,Combination,ratio,Category,Source,SelectionSignal,GWASSignal,Type
MTRR,-0.112568866,117,0.139252587,0.422384995,0.095939996,0.2073,3.785,0.5144,0.1359,NA,NA,NA,NA,All
MTSS1,0.133420787,86,0.134172348,0.414407834,0.060350295,0.2675,0.2713,0.5511,2.031,NA,NA,NA,NA,All
MTSS2,-0.166855953,81,0.06927287,0.292984162,0.130658036,0.2347,2.153,0.6127,0.2846,NA,NA,NA,NA,All
MTTP,-0.04253608,119,0.573065284,0.803336925,0.218399936,0.2264,0.1953,0.2393,1.057,NAFLD GWAS,Chen et al. 2023,N,Y,GWAS_NAFLD
MTURN,NA,NA,NA,NA,NA,0.5841,0.4541,1.272,2.177,NA,NA,NA,NA,All
MTUS1,-0.133569289,131,0.063152677,0.279563272,0.206862741,0.187,28.41,1.486,0.05232,NA,NA,NA,NA,All
MTUS2,-0.097863804,118,0.196701684,0.50037892,0.19633076,0.2146,1.076,0.3852,0.358,NA,NA,NA,NA,All
MTX1,0.115903859,93,0.175640579,0.471542408,0.534932508,2.452,0.3684,0.5562,0.2268,NA,NA,NA,NA,All
MTX2,0.184039264,45,0.139193454,0.422384995,0.082113461,0.7789,0.3859,0.7733,0.9928,NA,NA,NA,NA,All
MTX3,0.03217839,67,0.750630565,0.89618783,0.915366546,0.2535,0.2521,0.2572,1.015,NA,NA,NA,NA,All
MUC1,0.083256394,43,0.513579277,0.769496006,0.217373977,0.3108,NA,0.3108,NA,NA,NA,NA,NA,All
MUC15,-0.067716474,116,0.375847025,0.674187568,0.567082216,0.2219,1.299,0.2692,0.2072,NA,NA,NA,NA,All
MUC20,-0.044542498,119,0.555106803,0.793851742,0.252138832,0.1957,0.5049,0.3244,0.6426,NA,NA,NA,NA,All
MUC4,0.054076355,116,0.479446477,0.749670791,0.691706251,2.535,0.5491,0.2729,0.1077,NA,NA,NA,NA,All
MUL1,-0.095637418,85,0.285850984,0.598374471,0.917763358,0.3974,0.2877,0.3899,0.981,NA,NA,NA,NA,All
MUS81,0.167166036,112,0.03175673,0.192908938,0.064024417,4.919,0.2214,1.136,0.231,NA,NA,NA,NA,All
MUSK,0.119870092,102,0.142037596,0.426824828,0.037448171,1.276,0.2375,0.6925,0.5429,NA,NA,NA,NA,All
MUSTN1,0.042966892,40,0.745483018,0.894890141,0.690703687,0.3163,0.3091,0.3459,1.093,NA,NA,NA,NA,All
MUTYH,0.067108552,126,0.36003587,0.663326474,0.714619724,936.5,27.67,0.4775,0.0005099,NA,NA,NA,NA,All
MVB12A,0.08011579,81,0.383068343,0.678966551,0.740639329,0.3725,0.2311,0.2856,0.7667,NA,NA,NA,NA,All
MVB12B,-0.068705216,52,0.551690334,0.792894935,0.880920413,0.3295,0.2826,0.3439,1.044,NA,NA,NA,NA,All
MVD,0.147378427,103,0.069649247,0.293604395,0.143004938,0.4121,0.3271,0.8102,1.966,NA,NA,NA,NA,All
MVK,0.154114156,112,0.047726969,0.238800674,0.500834251,35.66,1.436,0.6859,0.01924,NA,NA,NA,NA,All
MVP,0.056259235,105,0.484330045,0.75254473,0.329426823,0.4191,0.2091,0.3133,0.7475,NA,NA,NA,NA,All
MX1,-0.188725264,97,0.024251651,0.166027979,0.058116584,2.022,NA,1.958,NA,NA,NA,NA,NA,All
MX2,0.154394602,88,0.079462268,0.31320678,0.100831826,1.16,NA,1.015,NA,NA,NA,NA,NA,All
MXD1,0.035171121,46,0.774977942,0.90789708,0.933783669,0.2923,0.6247,0.3595,0.5755,NA,NA,NA,NA,All
MXD3,0.177849907,73,0.06639617,0.286334679,0.559698255,6.883,0.5134,0.8125,0.118,NA,NA,NA,NA,All
MXD4,-0.125135276,47,0.303683165,0.614105216,0.927210187,1.305,0.3344,0.4789,0.367,NA,NA,NA,NA,All
MXI1,-0.054958407,55,0.623999833,0.834071021,0.50176316,0.2907,0.2887,0.2784,0.9578,NA,NA,NA,NA,All
MXRA5,-0.04453113,109,0.572613566,0.803166917,0.937514357,2.164,0.3624,0.2628,0.1214,NA,NA,NA,NA,All
MXRA8,0.030162864,79,0.745774725,0.894953558,0.384646414,0.2941,0.3266,0.2338,0.7158,NA,NA,NA,NA,All
MYADM,-0.119875272,91,0.165980801,0.460056056,0.840391195,0.5936,0.2271,0.3442,0.5799,NA,NA,NA,NA,All
MYADML2,0.099184956,83,0.27419756,0.58760541,0.040283175,0.5101,0.2346,0.554,1.086,NA,NA,NA,NA,All
MYB,-0.074111173,98,0.37377329,0.673160259,0.172323644,0.7839,0.2849,0.3117,0.3976,NA,NA,NA,NA,All
MYBBP1A,0.276746249,117,0.000277946,0.011077907,0.62421124,4897,0.1994,65.3,0.01334,NA,NA,NA,NA,All
MYBL1,0.112585373,75,0.238664683,0.552529325,0.800082756,0.2586,0.6584,0.3406,0.5173,NA,NA,NA,NA,All
MYBL2,-0.279546313,97,0.000845671,0.022832408,0.043403432,13.01,0.3248,15.69,1.207,NA,NA,NA,NA,All
MYBPC1,0.109210939,119,0.147927626,0.43565939,0.171130758,0.2477,0.6866,0.5304,0.7725,NA,NA,NA,NA,All
MYBPC2,0.069610237,118,0.35846779,0.661657876,0.298787875,0.2078,0.5296,0.3747,0.7075,NA,NA,NA,NA,All
MYBPC3,-0.035044283,116,0.64673849,0.845209479,0.185587728,0.2048,0.3201,0.2496,0.7797,NA,NA,NA,NA,All
MYBPH,-0.023440362,105,0.770756305,0.906064894,0.954326713,0.6233,0.6579,0.2705,0.4112,NA,NA,NA,NA,All
MYBPHL,0.138762882,92,0.106859354,0.366096938,0.058023761,0.2251,2.567,1.015,0.3953,NA,NA,NA,NA,All
MYC,-0.270823135,79,0.003602351,0.055185036,0.087716186,15.26,0.2845,11.09,0.7266,NA,NA,NA,NA,All
MYCBP,NA,NA,NA,NA,NA,0.5246,0.7232,0.412,0.5697,NA,NA,NA,NA,All
MYCBP2,-0.051461295,113,0.506637396,0.763911344,0.855829178,0.4114,0.2133,0.2415,0.5869,NA,NA,NA,NA,All
MYCBPAP,0.16292795,129,0.024519109,0.167247779,0.336823881,1.415,0.1884,1.109,0.7833,NA,NA,NA,NA,All
MYCL,-0.11446195,90,0.188431978,0.489740136,0.225578239,0.4624,0.2381,0.4853,1.05,NA,NA,NA,NA,All
MYCN,-0.03393033,65,0.741460542,0.892348835,0.691152793,0.2538,0.3014,0.2619,0.8692,NA,NA,NA,NA,All
MYCT1,-0.047520411,86,0.593695624,0.815426874,0.733401652,0.2994,0.2468,0.2429,0.8114,NA,NA,NA,NA,All
MYD88,0.040165311,79,0.665937378,0.855675002,0.554091344,0.3009,0.2437,0.244,0.811,NA,NA,NA,NA,All
MYDGF,-0.028419928,65,0.782287157,0.911745204,0.719545344,0.5798,0.4841,0.2602,0.4488,NA,NA,NA,NA,All
MYEF2,-0.197210883,65,0.055165569,0.259341244,0.065097354,0.3016,0.6236,0.814,1.305,NA,NA,NA,NA,All
MYF5,0.182721062,68,0.068995261,0.292327674,0.008055976,0.5273,0.2854,1.132,2.147,NA,NA,NA,NA,All
MYF6,0.059153465,40,0.654957788,0.850380628,0.917280112,0.3289,0.3265,0.3241,0.9856,NA,NA,NA,NA,All
MYG1,0.137356786,101,0.094129919,0.34305228,0.198195991,0.7183,0.2107,0.502,0.6988,NA,NA,NA,NA,All
MYH1,0.209776177,92,0.014782257,0.125582147,0.07324317,0.6839,1.11133E+14,19.72,1.774e-13,NA,NA,NA,NA,All
MYH10,0.293117709,73,0.00248209,0.044176481,0.113011877,5.484,0.8864,19.93,3.635,NA,NA,NA,NA,All
MYH11,-0.051183427,96,0.543296135,0.78771632,0.740898983,0.2261,0.2155,0.2292,1.013,NA,NA,NA,NA,All
MYH13,0.23280259,117,0.002229407,0.041044087,0.120860246,0.1975,1674545076,81.35,4.858e-08,NA,NA,NA,NA,All
MYH14,0.173865559,107,0.029095671,0.183667954,0.885864326,16.66,0.2775,1.541,0.0925,NA,NA,NA,NA,All
MYH15,0.051239655,97,0.540715947,0.786741133,0.399288501,0.2152,NA,0.2152,NA,NA,NA,NA,NA,All
MYH2,0.079248088,89,0.365243561,0.666523209,0.202848683,0.2992,3.624,0.3659,0.101,NA,NA,NA,NA,All
MYH3,0.185040135,99,0.025598658,0.172491678,0.759910676,0.6894,93040,3.253,3.496e-05,NA,NA,NA,NA,All
MYH4,0.02981779,91,0.730422643,0.888127303,0.894189734,0.2205,NA,0.2289,NA,NA,NA,NA,NA,All
MYH6,0.120720732,84,0.180554476,0.478981471,0.896714873,0.2413,1.484,0.6464,0.4356,NA,NA,NA,NA,All
MYH7,0.134950515,82,0.139265588,0.422384995,0.325159819,0.3483,0.4088,0.6492,1.588,NA,NA,NA,NA,All
MYH7B,0.385555415,104,1.8468157170034e-06,0.000419339,0.034950911,0.2674,2.93281E+12,12603,4.297e-09,NA,NA,NA,NA,All
MYH8,0.293932721,100,0.0003651,0.013184068,0.03895081,0.7329,8.047,218.6,27.16,NA,NA,NA,NA,All
MYH9,0.001779454,98,0.982961916,0.992960047,0.854751851,0.4917,0.7364,0.2166,0.2942,NA,NA,NA,NA,All
